# 形近对表 v1（2026-09-22）。对象：现役 CNN 类表 4654 类。判据：(a) IDS 关系（同结构只差一槽 slot / 同部件异布局 layout）且字体模板 embedding 余弦 ≥ 0.945；(b) 任意两类字体模板余弦 ≥ 0.955（visual，含独体）。余弦来自 r5 主干 171dafe12f59 对 fonts/ 全部字体（49a4dcab1818）渲染均值；IDS 词表 1b4e652f5be9。标定：諭/論 .958 己/巳 .947 日/曰 .961 王/玉 .960 士/土 .975 戌/戍 .961 侯/候 .961；湄/潰 .937 泌/湖 .909 被 (a) 挡在外。随机类对 p50/p99 = .924/.944。
# 用途：形近靶子抽样、训练硬负例批采样、审字卡片提示「存在形近字 X，差在 R 槽 俞/侖」。**不进放行**。
a	b	kind	cos	detail
繒	繪	slot	0.9740	⿰:R:會/曾
涪	湆	slot	0.9740	⿰:R:音/咅
日	目	slot	0.9740	⿴:I:一/二
𤱑	𦊨	visual	0.9740	
𠮓	𦯳	visual	0.9740	
𢇮	𧝎	visual	0.9740	
夬	央	slot	0.9740	⿻:B:ユ/冂一
𠈁	𣻎	visual	0.9740	
𦅐	𮙥	visual	0.9739	
冺	泯	slot	0.9739	⿰:L:氵/冫
𢂹	𩣡	visual	0.9739	
𣻎	𦐖	visual	0.9739	
蘖	蘗	visual	0.9739	
𥳽	𧝎	visual	0.9739	
俎	爼	slot	0.9739	⿰:L:仌/爻
嶂	幛	slot	0.9738	⿰:L:巾/山
𥙐	𨓜	visual	0.9738	
𠈁	𧃲	visual	0.9738	
𠮓	𠷓	visual	0.9738	
𦯳	𮑮	slot	0.9738	⿱:B:氵隻/分廾
釣	鈞	slot	0.9738	⿰:R:匀/勺
句	旬	slot	0.9738	⿹:I:日/口
𤱑	𮑮	visual	0.9737	
𢑴	𦅐	visual	0.9737	
𣌾	𦐖	visual	0.9737	
𦯳	𮞉	visual	0.9737	
𠷓	𨏵	visual	0.9737	
𧝎	𮙥	visual	0.9737	
迥	逈	slot	0.9737	⿺:I:冋/向
𠷓	𣙗	visual	0.9737	
𩣡	𪏆	visual	0.9737	
𤱑	𮊁	visual	0.9737	
𦯳	𧃲	slot	0.9736	⿱:B:麻米/分廾
𢇮	𤱑	visual	0.9736	
亷	廉	visual	0.9736	
奥	奧	visual	0.9736	
𥙐	𧝎	visual	0.9736	
𢇮	𦯳	visual	0.9736	
幹	𠏉	visual	0.9735	
顏	顔	visual	0.9735	
𢇮	𣌾	visual	0.9735	
𠷣	𤱑	visual	0.9735	
𣻎	𥮥	visual	0.9735	
𤄊	𦁐	visual	0.9735	
𣌾	𥊍	visual	0.9735	
𦐖	𪏆	visual	0.9734	
𣵠	𦯳	visual	0.9734	
𣌾	𣻎	visual	0.9734	
薛	薜	slot	0.9734	⿱:B:辟/𠂤辛
𤱑	𮬻	visual	0.9734	
𠈁	𮙥	visual	0.9734	
𤊹	𭥆	visual	0.9734	
𠷓	𮙥	visual	0.9734	
春	舂	slot	0.9733	⿱:B:日/臼
占	古	slot	0.9733	⿱:T:⺊/十
𩣡	𮊁	visual	0.9733	
𣌾	𮑮	visual	0.9733	
𦅐	𪏆	visual	0.9733	
𥮥	𮊁	visual	0.9733	
味	昧	slot	0.9732	⿰:L:口/日
𠈁	𩣡	visual	0.9732	
𣻎	𮊁	visual	0.9732	
頣	頤	slot	0.9732	⿰:L:𦣞/臣
𦁐	𦐖	visual	0.9732	
𧝎	𭥆	visual	0.9732	
𢦤	𤱑	visual	0.9732	
𢂹	𣻎	visual	0.9732	
𣙗	𧝎	visual	0.9731	
𦅐	𦐖	visual	0.9731	
𠷓	𥊍	visual	0.9731	
乂	又	visual	0.9731	
𠈁	𢑴	visual	0.9731	
𠷓	𢇮	visual	0.9731	
𤇴	𪏆	visual	0.9731	
𣌾	𤄊	visual	0.9730	
𣱁	𦯳	visual	0.9730	
𣕕	𨓜	visual	0.9730	
䟽	疏	slot	0.9730	⿰:L:𧾷/了一⺊
彛	彞	visual	0.9730	
仲	伸	slot	0.9730	⿰:R:申/中
捜	搜	slot	0.9730	⿰:R:叟/申又
廩	廪	slot	0.9730	⿸:I:稟/㐭示
𤱑	𥊍	visual	0.9730	
𣕕	𤱑	visual	0.9730	
𠷓	𥮥	visual	0.9730	
詀	詁	slot	0.9730	⿰:R:占/古
𠷓	𮑮	visual	0.9729	
𣌾	𪏆	visual	0.9729	
𣻎	𤇴	visual	0.9729	
𥊍	𧝎	visual	0.9729	
𤇴	𩣡	visual	0.9729	
𠷓	𦁐	visual	0.9729	
𦐖	𩣡	visual	0.9728	
睥	脾	slot	0.9728	⿰:L:月/目
𦯳	𨽾	visual	0.9728	
𤱑	𮙥	visual	0.9728	
𣕕	𧝎	visual	0.9728	
𣱁	𧝎	visual	0.9728	
場	塲	slot	0.9728	⿰:R:𬀷/昜
𤇴	𥮥	visual	0.9727	
𠈁	𣱁	visual	0.9727	
𣻎	𪏆	visual	0.9727	
𥊍	𦯳	visual	0.9727	
𣙗	𦯳	visual	0.9727	
禆	𥙐	slot	0.9727	⿰:R:后/卑
𢦤	𨓜	visual	0.9726	
𠈁	𤄊	visual	0.9726	
𢦤	𧝎	visual	0.9726	
𢂹	𦐖	visual	0.9726	
𣱁	𨓜	visual	0.9725	
𧃲	𨓜	visual	0.9725	
𠷓	𣱁	visual	0.9725	
𣻎	𩣡	visual	0.9725	
鬰	鬱	slot	0.9725	⿳:T:棥/林缶
𣌾	𦅐	visual	0.9724	
𣌾	𮙥	visual	0.9724	
𠈁	𣌾	visual	0.9724	
𠮓	𤱑	visual	0.9724	
𢑴	𨓜	visual	0.9724	
𤊹	𦒿	visual	0.9723	
𣌾	𮊁	visual	0.9723	
倦	惓	slot	0.9723	⿰:L:忄/亻
𢑴	𦯳	visual	0.9723	
𠈁	𢂹	visual	0.9723	
苟	荀	slot	0.9722	⿱:B:句/旬
祏	祐	slot	0.9722	⿰:R:右/石
𦊨	𧝎	visual	0.9722	
𦯳	𭥆	visual	0.9722	
禆	𣕕	visual	0.9722	
凉	涼	slot	0.9722	⿰:L:冫/氵
𦒿	𧝎	visual	0.9722	
𣵠	𤱑	visual	0.9721	
𠈁	𦅐	visual	0.9721	
勒	勤	slot	0.9721	⿰:L:堇/革
𠷓	𢑴	visual	0.9721	
𧝎	𨏵	visual	0.9721	
𣙗	𧝞	visual	0.9721	
𠷣	𨓜	visual	0.9721	
而	面	slot	0.9721	⿱:B:冂〢/囬
𠈁	𤇴	visual	0.9720	
𤄊	𦯳	visual	0.9720	
𠷓	𩣡	visual	0.9720	
㓂	宼	visual	0.9720	
㩁	𢦤	visual	0.9720	
羮	羹	visual	0.9720	
𠈁	𤊹	visual	0.9720	
𣱁	𤱑	visual	0.9720	
𦊨	𨓜	visual	0.9719	
𧝎	𫃟	visual	0.9719	
𢂹	𦅐	visual	0.9719	
𣙗	𨓜	visual	0.9719	
𢂹	𥮥	visual	0.9719	
𧝎	𮑮	visual	0.9719	
𠈁	𥮥	visual	0.9718	
𤱑	𭥆	visual	0.9718	
𧝎	𨽾	visual	0.9718	
𦯳	𨏵	visual	0.9717	
僧	憎	slot	0.9717	⿰:L:忄/亻
鈫	𥙐	visual	0.9717	
𤇴	𦐖	visual	0.9717	
幃	幛	slot	0.9717	⿰:R:章/韋
壊	壞	slot	0.9717	⿰:R:褱/十罒衣
蠧	蠹	visual	0.9717	
𨓜	𫃟	visual	0.9716	
𠷓	𮊁	visual	0.9716	
𣌾	𩣡	visual	0.9716	
𣌾	𤇴	visual	0.9716	
未	末	visual	0.9716	
晝	書	slot	0.9715	⿱:B:日/旦
棱	稜	slot	0.9715	⿰:L:禾/木
禆	𢦤	visual	0.9715	
𦯳	𮊁	visual	0.9715	
勗	朂	slot	0.9715	⿱:B:耳力/助
𠷓	𤇴	visual	0.9715	
𠈁	𦁐	visual	0.9714	
𢇮	𨓜	visual	0.9714	
𤱑	𮞉	visual	0.9713	
𦯳	𮙥	visual	0.9713	
𤄊	𧝎	visual	0.9713	
𦁐	𮊁	visual	0.9713	
㩁	𣙗	visual	0.9713	
𠷓	𢂹	visual	0.9712	
𣌾	𣱁	visual	0.9712	
籖	籤	slot	0.9712	⿱:B:韯/韱
𦒿	𦯳	visual	0.9712	
撒	撤	slot	0.9712	⿰:R:散/育攵
𤄊	𨓜	visual	0.9711	
鈫	𣙗	visual	0.9711	
蓡	𮑮	slot	0.9711	⿱:B:氵隻/氵𠬶
㩁	𥙐	visual	0.9711	
宼	寇	slot	0.9711	⿱:B:冖元女/冖元攴
𤇴	𦁐	visual	0.9711	
𥮥	𦅐	visual	0.9711	
嫓	𦊨	visual	0.9711	
鈫	𦊨	visual	0.9710	
畞	𤱑	slot	0.9710	⿻:B:田久/田𠃋人
𤊹	𨏵	visual	0.9710	
𢑴	𣌾	visual	0.9710	
洒	酒	slot	0.9709	⿰:R:西/酉
𣕕	𤇍	visual	0.9709	
禆	𦊨	visual	0.9709	
偏	徧	slot	0.9709	⿰:L:亻/彳
鈫	𧃲	visual	0.9709	
嫓	𤄊	visual	0.9709	
𣌾	𥮥	visual	0.9709	
𦁐	𪏆	visual	0.9708	
㩁	𦊨	visual	0.9708	
滱	𣻎	slot	0.9708	⿰:R:丶冖元攵/丶冖元攴
晝	畫	visual	0.9708	
鈫	𨽾	visual	0.9708	
澧	灃	slot	0.9708	⿰:R:豊/豐
枘	柄	slot	0.9708	⿰:R:内/丙
𤱑	𦒿	visual	0.9708	
漯	潔	slot	0.9707	⿰:R:累/絜
刦	却	slot	0.9707	⿰:R:刂/卩
𤇴	𦅐	visual	0.9707	
幅	輻	slot	0.9707	⿰:L:車/巾
貨	貸	slot	0.9707	⿱:T:化/代
瑢	璿	slot	0.9707	⿰:R:𣦵八人目/容
𤇍	𥙐	visual	0.9707	
不	丕	visual	0.9706	
坦	垣	slot	0.9706	⿰:R:旦/亘
珙	琪	slot	0.9706	⿰:R:共/其
亨	享	visual	0.9706	
鈫	𢦤	visual	0.9705	
𤊹	𥮥	visual	0.9705	
𢦤	𤇍	visual	0.9705	
祇	祗	slot	0.9705	⿰:R:氏/氐
𥙐	𧝞	visual	0.9705	
𤊹	𩣡	visual	0.9705	
𣵠	𧝎	visual	0.9705	
𤇴	𤊹	visual	0.9705	
𨓜	𮬻	visual	0.9704	
𠈁	𦐖	visual	0.9704	
鈫	𣕕	visual	0.9704	
澗	濶	slot	0.9703	⿰:R:門舌/間
𨓜	𨽾	visual	0.9703	
佛	彿	slot	0.9703	⿰:L:彳/亻
𨓜	𮙥	visual	0.9703	
鴞	鶚	slot	0.9703	⿰:L:咢/号
𦁐	𩣡	visual	0.9703	
𤇍	𦊨	visual	0.9702	
喩	隃	slot	0.9702	⿰:L:阝/口
穈	糜	slot	0.9702	⿸:I:米/禾
𨓜	𮑮	visual	0.9702	
訏	訐	slot	0.9702	⿰:R:干/于
㩁	𮑮	visual	0.9702	
𥳽	𨓜	visual	0.9701	
糾	紏	slot	0.9701	⿰:R:斗/丩
𦅐	𩣡	visual	0.9701	
閽	闇	slot	0.9701	⿵:I:音/昏
凛	凜	slot	0.9701	⿰:R:㐭示/稟
𦁐	𦅐	visual	0.9701	
𤊹	𦐖	visual	0.9701	
𣻎	𦯳	visual	0.9701	
嫓	𣙗	visual	0.9700	
况	況	slot	0.9700	⿰:L:冫/氵
𢦤	𧝞	visual	0.9700	
醢	醯	slot	0.9700	⿰:R:右皿/㐬皿
止	正	visual	0.9700	
上	土	slot	0.9700	⿱:T:十/⺊
爐	臚	slot	0.9699	⿰:L:火/月
頏	頑	slot	0.9699	⿰:L:元/亢
𥊍	𨓜	visual	0.9699	
耆	𦒿	slot	0.9699	⿱:B:目/日
醲	醴	slot	0.9699	⿰:R:農/豊
千	干	slot	0.9699	⿱:T:丿/一
㩁	𣕕	visual	0.9699	
𤄊	𤇍	visual	0.9699	
品	晶	visual	0.9699	
已	巳	visual	0.9699	
嫓	𧃲	visual	0.9698	
㩁	𥊍	visual	0.9698	
𤱑	𨏵	visual	0.9698	
禆	𫃟	visual	0.9698	
鈫	𢑴	visual	0.9698	
𥮥	𦁐	visual	0.9697	
泊	洎	slot	0.9697	⿰:R:自/白
𢂹	𦯳	visual	0.9697	
㩁	𫃟	visual	0.9697	
𤇍	𫃟	visual	0.9697	
優	懮	slot	0.9697	⿰:L:亻/忄
鈫	𫃟	visual	0.9697	
晩	𨓜	visual	0.9697	
𤊹	𪏆	visual	0.9697	
訶	詞	slot	0.9697	⿰:R:司/可
人	入	visual	0.9697	
羡	羨	slot	0.9696	⿱:B:氵欠/次
雩	雱	slot	0.9696	⿱:B:亏/方
𠷓	𦅐	visual	0.9696	
𦐖	𧝎	visual	0.9696	
𣻎	𧝎	visual	0.9696	
蓡	𢦤	visual	0.9696	
𥮥	𦯳	visual	0.9696	
窽	𥙐	visual	0.9696	
𧝎	𮞉	visual	0.9695	
㩁	𧃲	visual	0.9695	
蓡	𣙗	visual	0.9695	
閲	𢦤	visual	0.9695	
夏	戛	slot	0.9694	⿱:B:戈/夊
鈫	𤄊	visual	0.9694	
失	朱	visual	0.9694	
𤱑	𥮥	visual	0.9694	
蓡	𤄊	visual	0.9694	
禆	𮬻	visual	0.9694	
𤇍	𧃲	visual	0.9694	
囚	因	slot	0.9694	⿴:I:大/人
𦯳	𩣡	visual	0.9694	
㩁	𨽾	visual	0.9694	
笱	筍	slot	0.9694	⿱:B:句/旬
艮	良	visual	0.9693	
免	兔	visual	0.9693	
斂	歛	slot	0.9693	⿰:R:攵/欠
敶	潄	visual	0.9693	
禆	𧃲	visual	0.9693	
𣌾	𦁐	visual	0.9693	
字	宇	slot	0.9693	⿱:B:于/子
禆	𣙗	visual	0.9693	
白	自	slot	0.9692	⿱:B:目/日
潧	澮	slot	0.9692	⿰:R:曾/會
㩁	𠷣	visual	0.9692	
來	夾	visual	0.9692	
峽	崍	slot	0.9692	⿰:R:來/夾
裕	褣	slot	0.9692	⿰:R:谷/容
摯	摰	slot	0.9692	⿱:T:執/埶
禆	𤄊	visual	0.9692	
冉	再	visual	0.9692	
嫓	𢦤	visual	0.9692	
窽	𥳽	visual	0.9692	
㩁	𢇮	visual	0.9692	
騖	驚	slot	0.9691	⿱:T:敬/敄
禆	𨽾	visual	0.9691	
嫓	𮙥	visual	0.9691	
丙	內	visual	0.9691	
㩁	𮙥	visual	0.9691	
禆	𢇮	visual	0.9691	
帙	軼	slot	0.9690	⿰:L:車/巾
金	釡	visual	0.9690	
鈫	𠷣	visual	0.9690	
因	困	slot	0.9690	⿴:I:大/木
鈫	𣱁	visual	0.9690	
睢	雎	slot	0.9690	⿰:L:且/目
㩁	𥳽	visual	0.9690	
盲	肓	slot	0.9689	⿱:B:⺼/目
𤊹	𤱑	visual	0.9689	
蓡	𣕕	visual	0.9689	
𠷣	𧝞	visual	0.9689	
洗	洸	slot	0.9689	⿰:R:光/先
彙	彚	slot	0.9688	⿳:T:彑/彐
𧝞	𮙥	visual	0.9688	
𧝎	𮊁	visual	0.9688	
媒	媟	slot	0.9688	⿰:R:枼/某
富	當	visual	0.9688	
𤱑	𦐖	visual	0.9688	
𤊹	𦁐	visual	0.9688	
儼	玁	slot	0.9688	⿰:L:犭/亻
人	大	visual	0.9687	
嫓	𣕕	visual	0.9687	
僣	僭	slot	0.9687	⿰:R:朁/替
嫓	𮬻	visual	0.9687	
全	至	visual	0.9687	
禆	𤇍	visual	0.9687	
禆	𥳽	visual	0.9687	
𧃲	𧝞	visual	0.9687	
韠	韡	slot	0.9687	⿰:R:華/畢
具	貝	visual	0.9687	
嬴	蠃	slot	0.9687	⿵:I:虫/女
𠷣	𤇍	visual	0.9687	
禨	𧝞	slot	0.9687	⿰:L:衤/示
蓡	𢇮	visual	0.9687	
牲	甡	slot	0.9686	⿰:L:牛/生
㩁	摉	slot	0.9686	⿰:R:宀火夕/宀隹
陣	陳	slot	0.9686	⿰:R:車/東
氊	𣱁	slot	0.9686	⿺:I:亶/晶冝
㩁	𢑴	visual	0.9686	
勸	歡	slot	0.9685	⿰:R:欠/力
㩁	𣱁	visual	0.9685	
𣙗	𤇍	visual	0.9685	
紕	紪	slot	0.9685	⿰:R:此/比
朿	束	visual	0.9685	
鈫	𥳽	visual	0.9685	
倶	𣕕	visual	0.9685	
鈫	𮑮	visual	0.9685	
㩁	禆	visual	0.9684	
禆	𮙥	visual	0.9684	
鈐	鈴	slot	0.9684	⿰:R:令/今
鈫	𮙥	visual	0.9684	
𣻎	𤊹	visual	0.9683	
蓡	𥙐	visual	0.9683	
抄	杪	slot	0.9683	⿰:L:木/扌
𧝞	𮑮	visual	0.9683	
㫤	泉	visual	0.9683	
𤊹	𦯳	visual	0.9683	
𤄊	𧝞	visual	0.9683	
𢇮	𤇍	visual	0.9683	
閲	𥙐	visual	0.9683	
窽	𢦤	visual	0.9682	
採	探	slot	0.9682	⿰:R:采/罙
准	淮	slot	0.9682	⿰:L:冫/氵
𣱁	𤇍	visual	0.9682	
潛	潜	slot	0.9682	⿰:R:朁/替
禆	𮑮	visual	0.9682	
梭	棱	slot	0.9682	⿰:R:夋/夌
觶	鱓	slot	0.9682	⿰:L:角/魚
史	吏	slot	0.9682	⿻:A:丿/𠂇
籍	藉	slot	0.9682	⿱:T:艹/𥫗
𥊍	𧝞	visual	0.9681	
餙	𥙐	visual	0.9681	
喆	詰	slot	0.9681	⿰:L:言/吉
蠃	贏	slot	0.9681	⿵:I:虫/貝
嫓	𥙐	visual	0.9681	
窽	𦊨	visual	0.9681	
使	便	slot	0.9681	⿰:R:吏/更
簫	蕭	slot	0.9681	⿱:T:艹/𥫗
静	靜	slot	0.9681	⿰:R:争/爭
嫓	𫃟	visual	0.9681	
𢇮	𧝞	visual	0.9681	
窽	𣙗	visual	0.9681	
𤇍	𥳽	visual	0.9681	
宦	宧	slot	0.9680	⿱:B:臣/𦣞
嫓	𨽾	visual	0.9680	
𤊹	𧝎	visual	0.9680	
禹	禺	slot	0.9680	⿵:O:丿中冂/甲冂
厯	𣕕	visual	0.9680	
𣕕	𧝞	visual	0.9680	
𧝞	𫃟	visual	0.9680	
籀	籕	slot	0.9680	⿱:B:木留/扌留
捉	提	slot	0.9680	⿰:R:足/是
𤇍	𨽾	visual	0.9680	
𦊨	𧝞	visual	0.9680	
蓡	𧃲	slot	0.9680	⿱:B:麻米/氵𠬶
素	索	visual	0.9680	
窽	𣕕	visual	0.9680	
𣻎	𤱑	visual	0.9680	
憐	燐	slot	0.9680	⿰:L:忄/火
禆	𨓜	visual	0.9679	
嫓	𮑮	visual	0.9679	
禀	稟	slot	0.9679	⿱:B:禾/示
𧝞	𨽾	visual	0.9679	
鈫	𮬻	visual	0.9679	
亨	亭	slot	0.9679	⿳:B:冖丁/了
彞	𢑴	visual	0.9679	
侯	俟	slot	0.9679	⿰:R:矣/ユ矢
厯	歷	visual	0.9679	
殷	股	slot	0.9679	⿰:L:𠂆𫜹𠃌/月
𤇍	𮬻	visual	0.9678	
𤊹	𦅐	visual	0.9678	
嫓	𣱁	visual	0.9678	
裏	裹	visual	0.9678	
鈫	𭥆	visual	0.9678	
窽	𮬻	visual	0.9678	
賴	頼	slot	0.9678	⿰:R:頁/負
蓡	𤇍	visual	0.9678	
濛	濠	slot	0.9678	⿰:R:豪/蒙
亳	毫	visual	0.9678	
蓡	𦊨	visual	0.9678	
倶	𢦤	visual	0.9678	
禆	𠷣	visual	0.9678	
潤	濶	slot	0.9677	⿰:R:門王/門舌
窽	𤄊	visual	0.9677	
戊	戌	visual	0.9677	
慨	概	slot	0.9677	⿰:L:忄/木
𢑴	𧝞	visual	0.9677	
褒	襃	slot	0.9677	⿴:I:保/𠀉呆
輪	輸	slot	0.9677	⿰:R:俞/侖
縉	縚	slot	0.9677	⿰:R:舀/晋
决	決	slot	0.9677	⿰:L:氵/冫
檃	櫽	slot	0.9677	⿱:T:阝爫工⺕/阝㥯
醓	醯	slot	0.9677	⿰:R:㐬皿/冘皿
敝	敞	slot	0.9676	⿰:L:㡀/尚
㩁	𮬻	visual	0.9676	
堞	揲	slot	0.9676	⿰:L:土/扌
耽	耿	slot	0.9676	⿰:R:冘/火
喻	隃	slot	0.9676	⿰:L:口/阝
常	當	visual	0.9676	
迫	追	slot	0.9676	⿺:I:𠂤/白
嶓	蟠	slot	0.9676	⿰:L:虫/山
冐	冒	visual	0.9676	
頑	顽	slot	0.9676	⿰:R:页/頁
暮	謩	slot	0.9676	⿱:B:言/日
佚	侏	slot	0.9676	⿰:R:朱/失
𠈁	𠷓	visual	0.9676	
下	卞	slot	0.9675	⿱:T:一/亠
紿	給	slot	0.9675	⿰:R:合/台
局	扃	visual	0.9675	
嫓	𠷣	visual	0.9675	
㩁	𤄊	visual	0.9675	
閲	𣕕	visual	0.9675	
蟬	蠅	slot	0.9675	⿰:R:黽/單
早	旱	slot	0.9674	⿱:B:十/干
鈿	錮	slot	0.9674	⿰:R:固/田
節	飾	visual	0.9674	
鈫	𢇮	visual	0.9674	
第	苐	slot	0.9674	⿱:T:𥫗/艹
鄂	鄠	slot	0.9674	⿰:L:雩/咢
𠷓	𧝎	visual	0.9674	
嫓	𥊍	visual	0.9674	
閲	𣙗	visual	0.9674	
閲	𦊨	visual	0.9674	
網	縚	slot	0.9674	⿰:R:舀/罔
蓡	𮙥	visual	0.9673	
蘭	闌	visual	0.9673	
頰	頼	slot	0.9673	⿰:L:束/夾
鉞	鍼	slot	0.9673	⿰:R:咸/戉
項	頊	slot	0.9673	⿰:L:工/王
𤇴	𧝎	visual	0.9673	
窽	𠷣	visual	0.9673	
堲	聖	visual	0.9673	
斑	班	visual	0.9673	
摽	標	slot	0.9673	⿰:L:扌/木
于	干	slot	0.9673	⿱:B:十/亅一
幕	暮	slot	0.9673	⿱:B:巾/日
冤	寃	slot	0.9673	⿱:T:冖/宀
𤇴	𦯳	visual	0.9673	
剖	部	slot	0.9673	⿰:R:阝/刂
博	搏	slot	0.9673	⿰:L:扌/十
之	文	visual	0.9672	
遙	遥	visual	0.9672	
晩	𣱁	visual	0.9672	
埋	理	slot	0.9672	⿰:L:土/王
嫓	𢇮	visual	0.9672	
餙	𢦤	visual	0.9672	
剳	劄	slot	0.9672	⿰:L:答/荅
徑	經	slot	0.9672	⿰:L:彳/糸
𦐖	𦯳	visual	0.9671	
厯	𢦤	visual	0.9671	
纘	鑽	slot	0.9671	⿰:L:金/糸
𠏉	𣙗	visual	0.9671	
廸	迪	slot	0.9671	⿺:O:辶/廴
鈫	𮞉	visual	0.9671	
𢑴	𤇍	visual	0.9671	
𤇍	𮙥	visual	0.9671	
摉	𣙗	visual	0.9671	
𨓜	𮞉	slot	0.9671	⿺:I:冂巳/免
𤇍	𥊍	visual	0.9670	
窽	𧃲	visual	0.9670	
綠	緣	slot	0.9669	⿰:R:彔/彖
兢	競	visual	0.9669	
鈫	𥊍	visual	0.9669	
慮	盧	slot	0.9669	⿸:I:田皿/思
𤇍	𮑮	visual	0.9669	
𧝞	𮬻	visual	0.9669	
昨	阼	slot	0.9669	⿰:L:日/阝
臬	臭	slot	0.9669	⿱:B:木/犬
倶	𣙗	visual	0.9669	
禆	𥊍	visual	0.9669	
閲	𣱁	visual	0.9669	
窽	𫃟	visual	0.9669	
宁	宇	slot	0.9669	⿱:B:丁/于
厯	𥙐	visual	0.9669	
窽	𮙥	visual	0.9668	
𧝎	𪏆	visual	0.9668	
客	畧	slot	0.9668	⿱:T:田/宀
鎸	鐫	slot	0.9668	⿰:R:雋/隹乃
閲	𢇮	visual	0.9668	
禆	𮞉	visual	0.9668	
髪	髮	slot	0.9668	⿱:B:友/犮
纎	纖	slot	0.9668	⿰:R:韯/韱
彚	𣙗	visual	0.9667	
蓡	𣱁	visual	0.9667	
窽	𮑮	visual	0.9667	
譁	韡	slot	0.9667	⿰:L:韋/言
𠏉	𢦤	visual	0.9667	
顔	𮙥	visual	0.9667	
𧝎	𩣡	visual	0.9667	
髣	髪	slot	0.9667	⿱:B:友/方
之	𣙗	visual	0.9667	
倶	𥙐	visual	0.9667	
績	續	slot	0.9667	⿰:R:責/賣
嫓	𥳽	visual	0.9667	
撿	檢	slot	0.9667	⿰:L:木/扌
𤱑	𦁐	visual	0.9667	
杳	查	slot	0.9667	⿱:B:日/旦
書	𮊁	visual	0.9667	
棣	様	slot	0.9667	⿰:R:𦍌水/隶
𠏉	𣕕	visual	0.9667	
厯	𦊨	visual	0.9667	
彥	彦	visual	0.9667	
覇	霸	slot	0.9666	⿱:T:雨/覀
蓡	𥊍	visual	0.9666	
徒	徙	slot	0.9666	⿰:R:走/止龰
倶	𦊨	visual	0.9666	
窽	𢇮	visual	0.9666	
敍	敘	slot	0.9666	⿰:R:攴/攵
慚	漸	slot	0.9666	⿰:L:忄/氵
𦯳	𪏆	visual	0.9666	
厯	𣙗	visual	0.9666	
禆	𣱁	visual	0.9666	
𤇍	𮞉	visual	0.9666	
餙	𣕕	visual	0.9666	
菅	萱	slot	0.9666	⿱:B:官/宣
即	郎	visual	0.9666	
嘗	賞	visual	0.9666	
閲	𫃟	visual	0.9666	
某	棊	slot	0.9666	⿱:T:其/甘
遂	邃	slot	0.9666	⿺:I:穴㒸/㒸
昕	肵	slot	0.9666	⿰:L:日/月
葢	蓋	slot	0.9666	⿱:B:盍/太皿
𦒿	𨓜	visual	0.9666	
閲	𤄊	visual	0.9666	
𣌾	𦯳	visual	0.9665	
奏	秦	slot	0.9665	⿱:B:禾/天
傃	愫	slot	0.9665	⿰:L:亻/忄
㬊	髪	visual	0.9665	
𠈁	𦯳	visual	0.9665	
窽	𨓜	visual	0.9665	
之	𧃲	visual	0.9665	
嫓	𢑴	visual	0.9665	
扱	拔	slot	0.9665	⿰:R:及/犮
什	仕	slot	0.9665	⿰:R:士/十
炬	烜	slot	0.9665	⿰:R:巨/亘
𦅐	𦯳	visual	0.9665	
遣	遺	slot	0.9665	⿺:I:𠀐㠯/貴
之	其	visual	0.9664	
閣	閻	slot	0.9664	⿵:I:各/臽
縷	纓	slot	0.9664	⿰:R:嬰/婁
詔	韶	slot	0.9664	⿰:L:音/言
蓡	𨽾	visual	0.9664	
軌	軓	slot	0.9664	⿰:R:九/凡
閲	𮑮	visual	0.9664	
餙	𦊨	visual	0.9664	
懴	𦊨	visual	0.9664	
之	𣕕	visual	0.9664	
廸	𣙗	visual	0.9663	
億	憶	slot	0.9663	⿰:L:亻/忄
察	祭	visual	0.9663	
餙	𤇍	visual	0.9663	
顈	𦅐	visual	0.9663	
㡡	幗	slot	0.9663	⿰:R:厂豆寸/國
婺	楘	slot	0.9663	⿱:B:木/女
媟	蝶	slot	0.9663	⿰:L:女/虫
閲	𧃲	visual	0.9663	
𢂹	𧝎	visual	0.9663	
暑	署	slot	0.9663	⿱:T:日/罒
怡	恰	slot	0.9663	⿰:R:合/台
暘	陽	slot	0.9662	⿰:L:日/阝
𤱑	𩣡	visual	0.9662	
卯	卵	visual	0.9662	
肯	背	slot	0.9662	⿱:T:止/北
各	名	slot	0.9662	⿱:T:夂/夕
臚	驢	slot	0.9662	⿰:L:月/馬
閲	𨽾	visual	0.9662	
顔	𢦤	visual	0.9662	
錄	騄	visual	0.9662	
𥮥	𧝎	visual	0.9661	
漕	潧	slot	0.9661	⿰:R:曾/曹
閲	𢑴	visual	0.9661	
廸	𣕕	visual	0.9661	
嫓	𨓜	visual	0.9661	
胃	胄	slot	0.9661	⿱:T:由/田
憮	撫	slot	0.9661	⿰:L:扌/忄
倶	𧃲	visual	0.9661	
右	石	slot	0.9661	⿸:O:丆/𠂇
之	𭥆	visual	0.9661	
季	李	slot	0.9661	⿱:T:木/禾
𦁐	𧝎	visual	0.9661	
𠏉	𫃟	visual	0.9661	
倶	𮙥	visual	0.9660	
禆	𭥆	visual	0.9660	
彌	禰	slot	0.9660	⿰:L:弓/示
摉	𥙐	visual	0.9660	
